,번호,성별,지역,독서빈도,선호도,종이책 독서량,전자책 독서량,오디오북 독서량,도서 선택 시 이용정보1,도서 선택 시 이용정보2,도서 입수경로1,도서 입수경로2,초등 선호분야1,초등 선호분야2,초등 선호분야3,중고등 선호분야1,중고등 선호분야2,중고등 선호분야3,학교 밖 도서관 이용 여부,학교 밖 주이용 도서관1,학교 밖 주이용 도서관2,월 이용횟수,연 이용횟수,이용 목적,비이용 이유,코로나 이후 종이책 독서 증감,코로나 이후 전자책 독서 증감,코로나 이후 웹소설 독서 증감,코로나 이후 오디오북 독서 증감,코로나 이후 독서량,코로나 이후 도서관 방문,코로나 이후 전자도서관 이용
2781,2782,남,경기,일주일에 한두 번,매우 싫어한다,40,0,0,"가족, 선생님, 친구 추천",베스트셀러,직접 구입,부모님이 사다 주신다,-1,-1,-1,12,"예술, 문화",13,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2782,2783,남,경기,한 달에 한두 번,약간 싫어한다,10,13,0,기타,"서점, 도서관 등에서 책을 직접 보고",직접 구입,부모님이 사다 주신다,-1,-1,-1,15,"연예, 오락, 스포츠, 취미, 여행 ",9,있다,공공도서관,작은도서관,-1,2,독서 및 도서 대출,-1,변함 없음,약간 감소,약간 감소,매우 감소,약간 감소,약간 감소,약간 감소
2783,2784,남,경기,일주일에 한두 번,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,바빠서 이용할 시간이 없다,약간 증가,약간 증가,약간 증가,변함 없음,약간 증가,매우 감소,매우 감소
2784,2785,남,경기,한 달에 한두 번,약간 좋아한다,10,0,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,직접 구입,선물,-1,-1,-1,12,"역사, 지리",5,없다,-1,-1,-1,-1,-1,집에서 멀다,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음
2785,2786,남,경기,매일,매우 좋아한다,70,50,8,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",집에 있는 책,직접 구입,-1,-1,-1,7,"연예, 오락, 스포츠, 취미, 여행 ",4,있다,공공도서관,작은도서관,3,-1,독서 및 도서 대출,-1,매우 증가,매우 증가,매우 증가,변함 없음,매우 증가,변함 없음,변함 없음
2786,2787,남,경기,몇 달에 한번,약간 싫어한다,3,2,0,"가족, 선생님, 친구 추천",-1,집에 있는 책,학교 도서관,-1,-1,-1,12,"과학, 기술, 컴퓨터",2,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2787,2788,남,경기,몇 달에 한번,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,약간 증가,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
2788,2789,남,경기,일주일에 한두 번,보통이다,40,10,0,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",직접 구입,주위 사람에게 대여,-1,-1,-1,12,"직업, 취업 관련",2,없다,-1,-1,-1,-1,-1,집에서 멀다,매우 증가,매우 증가,변함 없음,변함 없음,변함 없음,매우 증가,매우 증가
2789,2790,남,경기,일주일에 한두 번,보통이다,0,365,0,"가족, 선생님, 친구 추천",SNS 책 소개,직접 구입,주위 사람에게 대여,-1,-1,-1,8,"과학, 기술, 컴퓨터",12,있다,공공도서관,-1,2,-1,숙제에 필요한 자료조사,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2790,2791,남,경기,몇 달에 한번,매우 싫어한다,10,3,2,베스트셀러,"가족, 선생님, 친구 추천",선물,부모님이 사다 주신다,-1,-1,-1,9,"연예, 오락, 스포츠, 취미, 여행 ",2,있다,작은도서관,공공도서관,-1,1,기타,-1,변함 없음,약간 감소,변함 없음,9,약간 감소,변함 없음,변함 없음
2791,2792,남,경기,매일,매우 좋아한다,3,45,0,기타,"유튜브, 책방송 팟캐스트의 책 소개",직접 구입,학교 밖 도서관,-1,-1,-1,15,소설,13,없다,-1,-1,-1,-1,-1,이용 절차가 까다롭다,약간 증가,9,매우 증가,9,매우 증가,약간 증가,변함 없음
2792,2793,남,경기,일주일에 한두 번,약간 좋아한다,1,0,0,베스트셀러,SNS 책 소개,기타,선물,-1,-1,-1,12,소설,5,있다,공공도서관,-1,1,-1,숙제에 필요한 자료조사,-1,약간 감소,변함 없음,변함 없음,매우 감소,변함 없음,매우 감소,매우 감소
2793,2794,남,경기,전혀 읽지 않음,보통이다,0,12,0,"인터넷의 책 소개, 광고","가족, 선생님, 친구 추천",집에 있는 책,부모님이 사다 주신다,-1,-1,-1,2,시,8,없다,-1,-1,-1,-1,-1,읽을 만한 책이 없다,매우 감소,약간 증가,약간 증가,약간 감소,변함 없음,매우 감소,매우 감소
2794,2795,남,경기,매일,약간 좋아한다,100,0,0,각종 기관의 추천도서,"가족, 선생님, 친구 추천",부모님이 사다 주신다,집에 있는 책,-1,-1,-1,2,"역사, 지리",-1,있다,공공도서관,작은도서관,20,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,매우 감소,매우 감소
2795,2796,여,경기,일주일에 한두 번,약간 좋아한다,4,16,0,"서점, 도서관 등에서 책을 직접 보고",SNS 책 소개,직접 구입,-1,-1,-1,-1,12,"어학, 외국어",8,없다,-1,-1,-1,-1,-1,기타,약간 증가,약간 감소,9,변함 없음,약간 증가,약간 증가,매우 증가
2796,2797,여,경기,매일,보통이다,16,105,0,"서점, 도서관 등에서 책을 직접 보고","텔레비전이나 라디오의 책 소개, 광고",학교 밖 도서관,학교 도서관,-1,-1,-1,2,"직업, 취업 관련",12,있다,공공도서관,작은도서관,-1,3,독서 및 도서 대출,-1,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음
2797,2798,여,경기,일주일에 한두 번,보통이다,12,17,0,"드라마, 영화의 원작","가족, 선생님, 친구 추천",직접 구입,집에 있는 책,-1,-1,-1,2,"직업, 취업 관련",10,있다,공공도서관,-1,1,-1,숙제에 필요한 자료조사,-1,약간 증가,매우 증가,매우 증가,약간 감소,약간 증가,약간 증가,변함 없음
2798,2799,여,경기,매일,매우 좋아한다,3,0,0,각종 기관의 추천도서,베스트셀러,학교 도서관,학교 밖 도서관,-1,-1,-1,15,소설,9,있다,공공도서관,-1,2,-1,독서 및 도서 대출,-1,변함 없음,매우 감소,매우 증가,매우 감소,약간 증가,변함 없음,변함 없음
2799,2800,여,경기,한 달에 한두 번,약간 좋아한다,70,0,2,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",직접 구입,부모님이 사다 주신다,-1,-1,-1,2,수필,9,있다,공공도서관,작은도서관,4,-1,숙제에 필요한 자료조사,-1,매우 증가,매우 감소,매우 감소,매우 감소,매우 증가,약간 증가,약간 감소
2800,2801,여,경기,한 달에 한두 번,약간 좋아한다,10,50,10,SNS 책 소개,베스트셀러,직접 구입,주위 사람에게 대여,-1,-1,-1,2,"예술, 문화",7,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 사서 읽는다,약간 증가,변함 없음,약간 감소,매우 감소,약간 증가,약간 증가,약간 감소
2801,2802,여,경기,한 달에 한두 번,약간 싫어한다,20,0,0,"서점, 도서관 등에서 책을 직접 보고",각종 기관의 추천도서,집에 있는 책,학교 도서관,-1,-1,-1,2,"연예, 오락, 스포츠, 취미, 여행 ",10,있다,공공도서관,작은도서관,2,-1,독서 및 도서 대출,-1,매우 증가,매우 감소,변함 없음,매우 감소,약간 증가,약간 증가,매우 감소
2802,2803,여,경기,한 달에 한두 번,약간 좋아한다,2,0,0,"인터넷의 책 소개, 광고","서점, 도서관 등에서 책을 직접 보고",직접 구입,집에 있는 책,-1,-1,-1,14,"예술, 문화",1,있다,공공도서관,작은도서관,-1,2,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,약간 증가,변함 없음
2803,2804,여,경기,매일,보통이다,15,20,1,SNS 책 소개,"가족, 선생님, 친구 추천",부모님이 사다 주신다,직접 구입,-1,-1,-1,2,"과학, 기술, 컴퓨터",14,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 사서 읽는다,약간 증가,변함 없음,매우 증가,변함 없음,매우 증가,매우 감소,약간 감소
2804,2805,여,경기,매일,약간 싫어한다,15,20,0,"유튜브, 책방송 팟캐스트의 책 소개",SNS 책 소개,직접 구입,기타,-1,-1,-1,2,기타,12,없다,-1,-1,-1,-1,-1,집에서 멀다,약간 증가,변함 없음,매우 증가,변함 없음,약간 증가,변함 없음,변함 없음
2805,2806,여,경기,매일,약간 싫어한다,3,30,0,"인터넷의 책 소개, 광고","드라마, 영화의 원작",직접 구입,집에 있는 책,-1,-1,-1,2,"예술, 문화",12,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,매우 증가,변함 없음,매우 증가,변함 없음,변함 없음
2806,2807,여,경기,일주일에 한두 번,약간 싫어한다,50,4,0,"가족, 선생님, 친구 추천","유튜브, 책방송 팟캐스트의 책 소개",직접 구입,부모님이 사다 주신다,-1,-1,-1,13,"예술, 문화",2,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 사서 읽는다,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음,약간 감소,약간 감소
2807,2808,남,인천,일주일에 한두 번,보통이다,60,0,0,"인터넷의 책 소개, 광고",베스트셀러,학교 밖 도서관,집에 있는 책,11,그림책,5,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
2808,2809,남,인천,몇 달에 한번,약간 싫어한다,4,2,0,"가족, 선생님, 친구 추천","드라마, 영화의 원작",집에 있는 책,학교 밖 도서관,7,취미,12,-1,-1,-1,없다,-1,-1,-1,-1,-1,바빠서 이용할 시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,매우 감소,변함 없음
2809,2810,남,인천,한 달에 한두 번,보통이다,3,0,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",부모님이 사다 주신다,집에 있는 책,1,취미,5,-1,-1,-1,있다,어린이도서관,공공도서관,1,-1,독서 및 도서 대출,-1,약간 감소,매우 감소,매우 감소,매우 감소,변함 없음,약간 감소,매우 감소
2810,2811,남,인천,일주일에 한두 번,약간 좋아한다,10,2,0,각종 기관의 추천도서,"서점, 도서관 등에서 책을 직접 보고",학교 도서관,집에 있는 책,12,과학,5,-1,-1,-1,있다,공공도서관,작은도서관,999,999,9,-1,매우 증가,변함 없음,변함 없음,매우 감소,약간 증가,매우 증가,약간 증가
2811,2812,남,인천,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2812,2813,남,인천,매일,매우 좋아한다,200,70,0,기타,"가족, 선생님, 친구 추천",부모님이 사다 주신다,학교 도서관,14,취미,12,-1,-1,-1,있다,기타,작은도서관,1,-1,기타,-1,매우 증가,변함 없음,변함 없음,변함 없음,매우 증가,매우 증가,변함 없음
2813,2814,남,인천,일주일에 한두 번,매우 좋아한다,10,1,0,"서점, 도서관 등에서 책을 직접 보고",SNS 책 소개,직접 구입,부모님이 사다 주신다,14,"역사, 위인전",10,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,매우 증가,변함 없음,변함 없음,변함 없음,매우 증가,약간 증가,변함 없음
2814,2815,남,인천,일주일에 한두 번,약간 싫어한다,1,1,1,"서점, 도서관 등에서 책을 직접 보고","유튜브, 책방송 팟캐스트의 책 소개",학교 밖 도서관,부모님이 사다 주신다,1,"연예, 오락, 스포츠",6,-1,-1,-1,있다,공공도서관,작은도서관,8,-1,독서 및 도서 대출,-1,약간 증가,약간 감소,매우 감소,매우 감소,변함 없음,약간 증가,약간 감소
2815,2816,여,인천,일주일에 한두 번,보통이다,20,15,10,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",직접 구입,학교 밖 도서관,10,취미,1,-1,-1,-1,있다,공공도서관,어린이도서관,4,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,약간 증가,매우 증가,변함 없음,약간 증가,변함 없음
2816,2817,여,인천,일주일에 한두 번,보통이다,25,0,8,"서점, 도서관 등에서 책을 직접 보고",각종 기관의 추천도서,집에 있는 책,학교 도서관,7,"역사, 위인전",3,-1,-1,-1,없다,-1,-1,-1,-1,-1,바빠서 이용할 시간이 없다,약간 감소,변함 없음,변함 없음,약간 감소,약간 감소,약간 감소,변함 없음
2817,2818,여,인천,일주일에 한두 번,약간 좋아한다,23,27,3,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,부모님이 사다 주신다,11,"예술, 문화",9,-1,-1,-1,있다,공공도서관,어린이도서관,2,-1,독서 및 도서 대출,-1,약간 증가,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가
2818,2819,여,인천,일주일에 한두 번,약간 좋아한다,6,0,0,"가족, 선생님, 친구 추천",기타,집에 있는 책,부모님이 사다 주신다,1,"예술, 문화",3,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2819,2820,여,인천,일주일에 한두 번,보통이다,0,5,3,SNS 책 소개,"신문이나 잡지의 책 소개, 광고",기타,집에 있는 책,3,"예술, 문화",5,-1,-1,-1,없다,-1,-1,-1,-1,-1,기타,변함 없음,약간 증가,약간 증가,변함 없음,변함 없음,매우 감소,변함 없음
2820,2821,여,인천,한 달에 한두 번,보통이다,30,0,0,"서점, 도서관 등에서 책을 직접 보고","유명인, 전문가 추천",집에 있는 책,직접 구입,11,그림책,5,-1,-1,-1,있다,공공도서관,어린이도서관,1,-1,독서 및 도서 대출,-1,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,약간 증가,변함 없음
2821,2822,여,인천,매일,매우 좋아한다,70,0,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 밖 도서관,집에 있는 책,14,동화/소설,5,-1,-1,-1,있다,기타,작은도서관,12,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음
2822,2823,남,경기,매일,약간 좋아한다,20,20,0,"서점, 도서관 등에서 책을 직접 보고","신문이나 잡지의 책 소개, 광고",직접 구입,부모님이 사다 주신다,-1,-1,-1,2,"과학, 기술, 컴퓨터",7,없다,-1,-1,-1,-1,-1,기타,매우 증가,약간 증가,변함 없음,변함 없음,매우 증가,변함 없음,변함 없음
2823,2824,남,경기,한 달에 한두 번,보통이다,10,0,0,"서점, 도서관 등에서 책을 직접 보고",각종 기관의 추천도서,학교 도서관,직접 구입,-1,-1,-1,7,"과학, 기술, 컴퓨터",2,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
2824,2825,남,경기,몇 달에 한번,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2825,2826,남,경기,한 달에 한두 번,약간 싫어한다,4,0,0,"드라마, 영화의 원작","유튜브, 책방송 팟캐스트의 책 소개",기타,부모님이 사다 주신다,-1,-1,-1,12,소설,9,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,약간 감소,매우 감소,매우 감소,매우 감소,약간 감소,매우 감소,매우 감소
2826,2827,남,경기,일주일에 한두 번,매우 좋아한다,50,0,0,"서점, 도서관 등에서 책을 직접 보고","유명인, 전문가 추천",직접 구입,학교 도서관,-1,-1,-1,9,"어학, 외국어",2,있다,공공도서관,작은도서관,-1,3,독서 및 도서 대출,-1,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,약간 감소,변함 없음
2827,2828,남,경기,일주일에 한두 번,약간 좋아한다,8,0,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 도서관,주위 사람에게 대여,-1,-1,-1,13,"연예, 오락, 스포츠, 취미, 여행 ",9,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2828,2829,남,경기,몇 달에 한번,보통이다,3,0,0,각종 기관의 추천도서,베스트셀러,학교 도서관,주위 사람에게 대여,-1,-1,-1,12,"역사, 지리",13,없다,-1,-1,-1,-1,-1,기타,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2829,2830,남,경기,몇 달에 한번,매우 좋아한다,20,0,0,베스트셀러,"서점, 도서관 등에서 책을 직접 보고",부모님이 사다 주신다,직접 구입,-1,-1,-1,2,"직업, 취업 관련",14,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,매우 감소,매우 감소,매우 감소,약간 감소,매우 감소,매우 감소
2830,2831,남,경기,한 달에 한두 번,매우 좋아한다,8,1,0,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",학교 도서관,직접 구입,-1,-1,-1,9,"어학, 외국어",13,없다,-1,-1,-1,-1,-1,집에서 멀다,매우 감소,매우 감소,매우 감소,매우 감소,매우 감소,매우 감소,매우 감소
2831,2832,남,경기,몇 달에 한번,매우 싫어한다,10,0,0,"드라마, 영화의 원작",SNS 책 소개,학교 밖 도서관,집에 있는 책,-1,-1,-1,12,소설,9,있다,공공도서관,작은도서관,-1,5,"비디오, 영화 감상",-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2832,2833,남,경기,일주일에 한두 번,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,약간 감소,약간 감소,약간 감소,약간 감소,약간 감소,매우 감소,매우 감소
2833,2834,남,경기,몇 달에 한번,보통이다,1,0,0,기타,"유튜브, 책방송 팟캐스트의 책 소개",집에 있는 책,학교 도서관,-1,-1,-1,10,"연예, 오락, 스포츠, 취미, 여행 ",14,없다,-1,-1,-1,-1,-1,집에서 멀다,매우 감소,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2834,2835,남,경기,한 달에 한두 번,약간 좋아한다,10,0,0,베스트셀러,"서점, 도서관 등에서 책을 직접 보고",학교 밖 도서관,직접 구입,-1,-1,-1,2,"역사, 지리",5,있다,공공도서관,작은도서관,-1,5,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,약간 증가,약간 증가
2835,2836,남,경기,매일,매우 좋아한다,50,30,30,베스트셀러,각종 기관의 추천도서,집에 있는 책,직접 구입,-1,-1,-1,2,시,4,있다,공공도서관,작은도서관,1,-1,독서 및 도서 대출,-1,약간 감소,변함 없음,매우 감소,변함 없음,약간 감소,약간 증가,변함 없음
2836,2837,남,경기,한 달에 한두 번,약간 좋아한다,5,0,0,"서점, 도서관 등에서 책을 직접 보고",각종 기관의 추천도서,학교 도서관,집에 있는 책,-1,-1,-1,2,"연예, 오락, 스포츠, 취미, 여행 ",4,없다,-1,-1,-1,-1,-1,집에서 멀다,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,약간 증가,매우 감소
2837,2838,여,경기,한 달에 한두 번,보통이다,3,1,1,"가족, 선생님, 친구 추천","인터넷의 책 소개, 광고",직접 구입,학교 도서관,-1,-1,-1,5,소설,1,없다,-1,-1,-1,-1,-1,바빠서 이용할 시간이 없다,변함 없음,약간 감소,약간 감소,약간 감소,약간 감소,변함 없음,변함 없음
2838,2839,여,경기,몇 달에 한번,약간 싫어한다,3,0,0,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",학교 도서관,주위 사람에게 대여,-1,-1,-1,1,소설,12,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2839,2840,여,경기,한 달에 한두 번,보통이다,1,0,0,SNS 책 소개,각종 기관의 추천도서,집에 있는 책,학교 도서관,-1,-1,-1,2,"연예, 오락, 스포츠, 취미, 여행 ",7,없다,-1,-1,-1,-1,-1,바빠서 이용할 시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
2840,2841,여,경기,몇 달에 한번,약간 싫어한다,2,0,0,SNS 책 소개,"드라마, 영화의 원작",직접 구입,선물,-1,-1,-1,2,"직업, 취업 관련",12,있다,작은도서관,공공도서관,2,-1,기타,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,매우 감소,매우 감소
2841,2842,여,경기,한 달에 한두 번,매우 싫어한다,3,0,0,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",주위 사람에게 대여,직접 구입,-1,-1,-1,2,"역사, 지리",12,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,약간 감소
2842,2843,여,경기,몇 달에 한번,약간 싫어한다,3,0,0,"유튜브, 책방송 팟캐스트의 책 소개","텔레비전이나 라디오의 책 소개, 광고",직접 구입,부모님이 사다 주신다,-1,-1,-1,12,기타,13,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2843,2844,여,경기,일주일에 한두 번,보통이다,12,0,6,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,직접 구입,집에 있는 책,-1,-1,-1,14,수필,2,있다,공공도서관,작은도서관,999,999,숙제에 필요한 자료조사,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2844,2845,여,경기,한 달에 한두 번,매우 싫어한다,3,4,0,SNS 책 소개,"드라마, 영화의 원작",직접 구입,주위 사람에게 대여,-1,-1,-1,2,"연예, 오락, 스포츠, 취미, 여행 ",10,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,약간 감소,매우 감소,약간 증가,매우 감소,약간 감소,매우 감소,매우 감소
2845,2846,여,경기,일주일에 한두 번,보통이다,4,0,0,"드라마, 영화의 원작",SNS 책 소개,직접 구입,부모님이 사다 주신다,-1,-1,-1,2,"직업, 취업 관련",1,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 사서 읽는다,약간 증가,매우 감소,매우 감소,매우 감소,약간 증가,변함 없음,변함 없음
2846,2847,여,경기,매일,매우 좋아한다,8,12,8,"유명인, 전문가 추천",베스트셀러,직접 구입,부모님이 사다 주신다,-1,-1,-1,2,"예술, 문화",5,있다,공공도서관,작은도서관,10,-1,독서 및 도서 대출,-1,매우 증가,매우 증가,변함 없음,약간 감소,매우 증가,변함 없음,매우 증가
2847,2848,여,경기,일주일에 한두 번,약간 좋아한다,20,10,0,SNS 책 소개,베스트셀러,직접 구입,선물,-1,-1,-1,2,"예술, 문화",13,있다,공공도서관,기타,3,-1,시험 공부,-1,매우 증가,매우 증가,매우 증가,매우 감소,매우 증가,약간 증가,약간 증가
2848,2849,여,경기,매일,약간 좋아한다,151,2,0,"서점, 도서관 등에서 책을 직접 보고",기타,직접 구입,집에 있는 책,-1,-1,-1,2,기타,13,있다,기타,-1,2,-1,독서 및 도서 대출,-1,매우 증가,변함 없음,약간 증가,변함 없음,약간 증가,변함 없음,변함 없음
2849,2850,여,경기,매일,약간 좋아한다,5,0,1,"인터넷의 책 소개, 광고","서점, 도서관 등에서 책을 직접 보고",직접 구입,부모님이 사다 주신다,-1,-1,-1,3,소설,14,있다,공공도서관,작은도서관,1,-1,독서 및 도서 대출,-1,약간 감소,변함 없음,변함 없음,매우 증가,약간 감소,약간 감소,변함 없음
2850,2851,여,경기,일주일에 한두 번,약간 좋아한다,10,2,0,SNS 책 소개,"서점, 도서관 등에서 책을 직접 보고",직접 구입,선물,-1,-1,-1,2,"직업, 취업 관련",11,없다,-1,-1,-1,-1,-1,집에서 멀다,약간 증가,약간 증가,약간 증가,매우 감소,약간 증가,매우 감소,매우 감소
2851,2852,여,경기,매일,보통이다,2,10,0,"서점, 도서관 등에서 책을 직접 보고","유튜브, 책방송 팟캐스트의 책 소개",직접 구입,부모님이 사다 주신다,-1,-1,-1,2,"예술, 문화",12,있다,공공도서관,작은도서관,2,-1,독서 및 도서 대출,-1,변함 없음,매우 증가,매우 증가,변함 없음,매우 증가,약간 증가,변함 없음
2852,2853,여,경기,한 달에 한두 번,약간 좋아한다,1,0,0,"가족, 선생님, 친구 추천","드라마, 영화의 원작",학교 도서관,주위 사람에게 대여,-1,-1,-1,8,자기계발서,7,있다,공공도서관,작은도서관,1,-1,숙제에 필요한 자료조사,-1,약간 증가,약간 증가,약간 증가,변함 없음,약간 증가,약간 증가,약간 증가
2853,2854,여,경기,매일,매우 좋아한다,20,0,1,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 밖 도서관,학교 도서관,-1,-1,-1,2,수필,7,있다,공공도서관,작은도서관,4,-1,독서 및 도서 대출,-1,매우 증가,변함 없음,변함 없음,약간 증가,매우 증가,매우 증가,약간 증가
2854,2855,남,부산,전혀 읽지 않음,매우 싫어한다,5,0,0,"서점, 도서관 등에서 책을 직접 보고","드라마, 영화의 원작",직접 구입,학교 도서관,-1,-1,-1,9,"정치, 사회, 시사",12,있다,작은도서관,-1,-1,1,기타,-1,매우 감소,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2855,2856,남,부산,일주일에 한두 번,매우 싫어한다,52,0,0,베스트셀러,"가족, 선생님, 친구 추천",직접 구입,부모님이 사다 주신다,-1,-1,-1,12,"과학, 기술, 컴퓨터",13,있다,작은도서관,-1,-1,5,"비디오, 영화 감상",-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2856,2857,남,부산,매일,매우 좋아한다,90,20,0,"서점, 도서관 등에서 책을 직접 보고","유튜브, 책방송 팟캐스트의 책 소개",학교 도서관,학교 밖 도서관,-1,-1,-1,9,"경제, 경영",14,있다,공공도서관,작은도서관,4,-1,독서 및 도서 대출,-1,매우 증가,변함 없음,변함 없음,변함 없음,약간 증가,약간 증가,약간 증가
2857,2858,남,부산,일주일에 한두 번,보통이다,3,0,0,"서점, 도서관 등에서 책을 직접 보고",기타,부모님이 사다 주신다,집에 있는 책,-1,-1,-1,2,"역사, 지리",11,있다,기타,-1,2,-1,독서 및 도서 대출,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2858,2859,남,부산,몇 달에 한번,약간 좋아한다,10,0,0,"서점, 도서관 등에서 책을 직접 보고",-1,직접 구입,집에 있는 책,-1,-1,-1,5,"역사, 지리",6,있다,공공도서관,-1,-1,5,독서 및 도서 대출,-1,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,약간 감소,변함 없음
2859,2860,남,부산,매일,약간 좋아한다,23,0,0,"서점, 도서관 등에서 책을 직접 보고",-1,직접 구입,학교 도서관,-1,-1,-1,2,"과학, 기술, 컴퓨터",1,있다,공공도서관,작은도서관,1,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
