,번호,지역,나이,성별,독서빈도,선호도,종이책 독서량,전자책 독서량,오디오북 독서량,도서 선택 시 이용정보1,도서 선택 시 이용정보2,도서 입수경로1,도서 입수경로2,종이책 선호분야1,종이책 선호분야2,전자책 선호분야1,전자책 선호분야2,오디오북 선호분야1,오디오북 선호분야2,지난 1년 도서관 이용여부,주이용 도서관1,주이용 도서관2,월 이용빈도,연 이용빈도,이용목적,비이용 이유,코로나 이후 종이책 독서 증감,코로나 이후 전자책 독서 증감,코로나 이후 웹소설 독서 증감,코로나 이후 오디오북 독서 증감,코로나 이후 독서량,코로나 이후 도서관 방문,코로나 이후 전자도서관 이용,전자책 이용이유1,전자책 이용이유2,전자책 이용방식1,전자책 이용방식2
66,67,서울,48,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 감소,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,-1,-1,-1,-1
67,68,서울,70,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,약간 감소,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,-1,-1,-1,-1
68,69,서울,41,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
69,70,서울,28,남,일주일에 한두 번,약간 좋아한다,4,6,0,"인터넷의 책 소개, 광고","서점, 도서관 등에서 책을 직접 보고",직접 구입,-1,소설,"어학, 외국어",소설,"어학, 외국어",-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 증가,약간 증가,약간 증가,변함 없음,약간 증가,변함 없음,변함 없음,보관과 휴대가 편리해서,시간과 장소에 관계없이 이용할 수 있어서,무료 이용,구매 이용
70,71,서울,34,여,일주일에 한두 번,약간 좋아한다,4,8,2,"신문이나 잡지의 책 소개, 광고","인터넷의 책 소개, 광고",직접 구입,도서관 대여,소설,"어학, 외국어",소설,"어학, 외국어",수필,소설,있다,공공도서관,학교도서관,8,-1,독서 및 도서 대출,-1,약간 증가,약간 증가,약간 증가,변함 없음,약간 증가,약간 증가,약간 증가,보관과 휴대가 편리해서,시간과 장소에 관계없이 이용할 수 있어서,구매 이용,대여 이용
71,72,서울,63,남,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,-1,-1,-1,-1
72,73,서울,42,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,-1,-1,-1,-1
73,74,서울,29,남,일주일에 한두 번,약간 좋아한다,4,5,2,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,도서관 대여,소설,"어학, 외국어",소설,"어학, 외국어",소설,수필,있다,공공도서관,전문도서관,8,-1,독서 및 도서 대출,-1,변함 없음,약간 증가,변함 없음,약간 증가,약간 증가,약간 증가,약간 증가,보관과 휴대가 편리해서,시간과 장소에 관계없이 이용할 수 있어서,대여 이용,구매 이용
74,75,서울,36,남,일주일에 한두 번,약간 좋아한다,5,10,2,"신문이나 잡지의 책 소개, 광고","인터넷의 책 소개, 광고",직접 구입,도서관 대여,자기계발서,소설,자기계발서,소설,수필,소설,있다,공공도서관,학교도서관,8,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,약간 증가,변함 없음,변함 없음,약간 증가,약간 증가,시간과 장소에 관계없이 이용할 수 있어서,보관과 휴대가 편리해서,대여 이용,구매 이용
75,76,서울,68,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,-1,-1,-1,-1
76,77,서울,23,여,일주일에 한두 번,약간 좋아한다,5,8,0,"서점, 도서관 등에서 책을 직접 보고","신문이나 잡지의 책 소개, 광고",직접 구입,도서관 대여,소설,"어학, 외국어",소설,"어학, 외국어",-1,-1,있다,공공도서관,대학도서관,12,-1,"공부, 학습",-1,약간 증가,약간 증가,약간 증가,변함 없음,약간 증가,약간 증가,약간 증가,보관과 휴대가 편리해서,시간과 장소에 관계없이 이용할 수 있어서,구매 이용,대여 이용
77,78,서울,56,여,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,-1,-1,-1,-1
78,79,서울,48,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,-1,-1,-1,-1
79,80,서울,49,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,-1,-1,-1,-1
80,81,서울,28,여,일주일에 한두 번,보통이다,0,8,0,베스트셀러,"유명인, 전문가 추천",직접 구입,-1,-1,-1,소설,"취미, 오락, 여행, 건강",-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,시간과 장소에 관계없이 이용할 수 있어서,보관과 휴대가 편리해서,구매 이용,무료 이용
81,82,서울,45,여,일주일에 한두 번,보통이다,3,0,0,"인터넷의 책 소개, 광고","유튜브, 책방송 팟캐스트의 책 소개",직접 구입,집에 있는 책,소설,"가정, 육아, 요리",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
82,83,서울,32,여,한 달에 한두 번,보통이다,3,10,0,SNS 책 소개,"인터넷의 책 소개, 광고",직접 구입,선물,소설,수필,소설,수필,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,약간 증가,약간 증가,변함 없음,약간 증가,변함 없음,변함 없음,시간과 장소에 관계없이 이용할 수 있어서,좋아하는 콘텐츠가 많아서,구매 이용,무료 이용
83,84,서울,52,여,일주일에 한두 번,약간 좋아한다,15,0,0,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,집에 있는 책,소설,재테크,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 구입해서 읽는다,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,-1,-1,-1,-1
84,85,서울,56,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
85,86,서울,72,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
86,87,서울,50,남,일주일에 한두 번,보통이다,0,30,0,"인터넷의 책 소개, 광고",SNS 책 소개,직접 구입,집에 있는 책,-1,-1,소설,재테크,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,약간 증가,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,인터넷이나 앱으로 손쉽게 접할 수 있어서,시간과 장소에 관계없이 이용할 수 있어서,구매 이용,무료 이용
87,88,서울,68,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
88,89,서울,57,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
89,90,서울,31,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
90,91,서울,73,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,-1,-1,-1,-1
91,92,서울,23,남,일주일에 한두 번,보통이다,3,15,0,"가족, 친구 추천","인터넷의 책 소개, 광고",직접 구입,주위 사람에게 대여,"경제, 경영",자기계발서,소설,수필,-1,-1,없다,-1,-1,-1,-1,-1,개관 시간이 짧다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,시간과 장소에 관계없이 이용할 수 있어서,보관과 휴대가 편리해서,무료 이용,구매 이용
92,93,서울,42,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,있다,공공도서관,-1,-1,2,기타,-1,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
93,94,서울,55,남,매일,많이 좋아한다,20,40,0,"텔레비전이나 라디오의 책 소개, 광고",베스트셀러,직접 구입,주위 사람에게 대여,수필,"경제, 경영",소설,수필,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 증가,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,시간과 장소에 관계없이 이용할 수 있어서,좋아하는 콘텐츠가 많아서,구매 이용,대여 이용
94,95,서울,64,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
95,96,서울,24,여,일주일에 한두 번,약간 좋아한다,5,10,0,베스트셀러,"가족, 친구 추천",직접 구입,주위 사람에게 대여,수필,소설,소설,"가정, 육아, 요리",-1,-1,있다,공공도서관,-1,-1,1,자료조사,-1,약간 증가,약간 증가,약간 증가,변함 없음,약간 증가,약간 감소,변함 없음,종이책보다 가격이 저렴해서,좋아하는 콘텐츠가 많아서,구매 이용,대여 이용
96,97,서울,37,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,-1,-1,-1,-1
97,98,서울,48,여,일주일에 한두 번,보통이다,0,0,10,"인터넷의 책 소개, 광고","가족, 친구 추천",직접 구입,주위 사람에게 대여,-1,-1,-1,-1,수필,소설,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,구매 이용,대여 이용
98,99,서울,54,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,-1,-1,-1,-1
99,100,서울,28,남,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
100,101,서울,34,남,일주일에 한두 번,약간 좋아한다,4,4,0,베스트셀러,"인터넷의 책 소개, 광고",직접 구입,주위 사람에게 대여,"경제, 경영",재테크,소설,재테크,-1,-1,없다,-1,-1,-1,-1,-1,개관 시간이 짧다,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,매우 감소,변함 없음,보관과 휴대가 편리해서,무료로 이용할 수 있어서,구매 이용,-1
101,102,서울,27,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,약간 감소,변함 없음,-1,-1,-1,-1
102,103,서울,45,남,한 달에 한두 번,약간 좋아한다,8,0,0,"신문이나 잡지의 책 소개, 광고",베스트셀러,직접 구입,-1,"철학, 사상, 종교",재테크,-1,-1,-1,-1,있다,공공도서관,-1,2,-1,독서 및 도서 대출,-1,변함 없음,매우 감소,매우 감소,약간 감소,매우 감소,변함 없음,변함 없음,-1,-1,-1,-1
103,104,서울,29,여,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,약간 감소,변함 없음,-1,-1,-1,-1
104,105,서울,50,여,몇 달에 한번,보통이다,3,0,0,각종 기관 추천도서,"서점, 도서관 등에서 책을 직접 보고",직접 구입,-1,"가정, 육아, 요리",소설,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,매우 감소,매우 감소,매우 감소,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
105,106,서울,42,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
106,107,서울,38,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,약간 감소,변함 없음,-1,-1,-1,-1
107,108,서울,65,여,몇 달에 한번,보통이다,3,0,0,"가족, 친구 추천",각종 기관 추천도서,직접 구입,도서관 대여,"취미, 오락, 여행, 건강",소설,-1,-1,-1,-1,있다,공공도서관,-1,-1,1,전자자료 이용,-1,변함 없음,매우 감소,매우 감소,매우 감소,변함 없음,약간 증가,변함 없음,-1,-1,-1,-1
108,109,서울,64,남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,약간 감소,변함 없음,-1,-1,-1,-1
109,110,서울,54,남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,약간 감소,변함 없음,-1,-1,-1,-1
110,111,서울,65,남,일주일에 한두 번,보통이다,5,0,0,각종 기관 추천도서,"서점, 도서관 등에서 책을 직접 보고",직접 구입,-1,시,수필,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,약간 증가,매우 감소,매우 감소,매우 감소,약간 감소,약간 감소,약간 감소,-1,-1,-1,-1
111,112,서울,36,남,한 달에 한두 번,약간 좋아한다,5,4,4,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,직접 구입,도서관 대여,수필,재테크,소설,"어학, 외국어","과학, 기술, 컴퓨터","취미, 오락, 여행, 건강",있다,공공도서관,전문도서관,4,-1,독서 및 도서 대출,-1,변함 없음,약간 증가,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음,좋아하는 콘텐츠가 많아서,보관과 휴대가 편리해서,구매 이용,정기구독 이용
112,113,서울,29,여,한 달에 한두 번,약간 좋아한다,0,5,0,SNS 책 소개,"가족, 친구 추천",선물,직접 구입,-1,-1,소설,수필,-1,-1,있다,전문도서관,공공도서관,1,-1,독서 및 도서 대출,-1,변함 없음,약간 증가,약간 증가,변함 없음,약간 증가,약간 감소,약간 감소,시간과 장소에 관계없이 이용할 수 있어서,보관과 휴대가 편리해서,무료 이용,정기구독 이용
113,114,서울,68,남,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
114,115,서울,50,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,약간 감소,변함 없음,-1,-1,-1,-1
115,116,서울,43,남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,약간 감소,변함 없음,-1,-1,-1,-1
116,117,서울,34,남,일주일에 한두 번,약간 좋아한다,2,3,0,"인터넷의 책 소개, 광고","서점, 도서관 등에서 책을 직접 보고",도서관 대여,직접 구입,수필,소설,소설,수필,-1,-1,있다,공공도서관,전문도서관,2,-1,독서 및 도서 대출,-1,변함 없음,약간 증가,약간 증가,변함 없음,약간 감소,매우 감소,약간 감소,종이책보다 가격이 저렴해서,무료로 이용할 수 있어서,구매 이용,정기구독 이용
117,118,서울,29,여,전혀 읽지 않음,약간 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,약간 감소,-1,-1,-1,-1
118,119,서울,49,여,전혀 읽지 않음,매우 싫어한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,약간 감소,-1,-1,-1,-1
119,120,서울,58,남,한 달에 한두 번,보통이다,4,0,0,각종 기관 추천도서,"서점, 도서관 등에서 책을 직접 보고",직접 구입,-1,"가정, 육아, 요리","철학, 사상, 종교",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,매우 감소,매우 감소,매우 감소,약간 감소,변함 없음,변함 없음,-1,-1,-1,-1
120,121,서울,38,여,일주일에 한두 번,약간 좋아한다,20,0,0,"서점, 도서관 등에서 책을 직접 보고",각종 기관 추천도서,도서관 대여,직접 구입,"과학, 기술, 컴퓨터","역사, 지리",-1,-1,-1,-1,있다,공공도서관,전문도서관,1,-1,"공부, 학습",-1,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,약간 증가,변함 없음,-1,-1,-1,-1
121,122,서울,46,남,한 달에 한두 번,보통이다,4,0,0,"가족, 친구 추천","서점, 도서관 등에서 책을 직접 보고",집에 있는 책,직접 구입,수필,소설,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 감소,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,-1,-1,-1,-1
122,123,서울,27,여,일주일에 한두 번,약간 좋아한다,0,10,4,SNS 책 소개,각종 기관 추천도서,직접 구입,공공장소 비치,-1,-1,자기계발서,"가정, 육아, 요리","어학, 외국어","과학, 기술, 컴퓨터",있다,공공도서관,전문도서관,-1,5,자료조사,-1,변함 없음,약간 증가,약간 증가,약간 증가,변함 없음,변함 없음,변함 없음,시간과 장소에 관계없이 이용할 수 있어서,보관과 휴대가 편리해서,무료 이용,정기구독 이용
123,124,서울,23,남,매일,보통이다,6,10,10,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,직장 비치,"과학, 기술, 컴퓨터","정치, 사회, 시사","어학, 외국어","과학, 기술, 컴퓨터","어학, 외국어","취미, 오락, 여행, 건강",있다,대학도서관,공공도서관,15,-1,"공부, 학습",-1,변함 없음,약간 증가,약간 증가,약간 증가,약간 증가,약간 증가,변함 없음,시간과 장소에 관계없이 이용할 수 있어서,보관과 휴대가 편리해서,무료 이용,구매 이용
124,125,서울,48,여,일주일에 한두 번,보통이다,3,0,0,"가족, 친구 추천","유명인, 전문가 추천",직접 구입,주위 사람에게 대여,수필,시,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,약간 감소,변함 없음,-1,-1,-1,-1
125,126,서울,58,남,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,-1,-1,-1,-1
126,127,서울,38,남,일주일에 한두 번,보통이다,0,10,0,"인터넷의 책 소개, 광고",각종 기관 추천도서,직접 구입,주위 사람에게 대여,-1,-1,"경제, 경영","과학, 기술, 컴퓨터",-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,보관과 휴대가 편리해서,시간과 장소에 관계없이 이용할 수 있어서,무료 이용,구매 이용
127,128,서울,63,남,일주일에 한두 번,약간 좋아한다,4,0,0,"인터넷의 책 소개, 광고","가족, 친구 추천",직접 구입,선물,"역사, 지리","철학, 사상, 종교",-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,시간이 없다,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,-1,-1,-1,-1
128,129,서울,66,여,전혀 읽지 않음,보통이다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,약간 감소,약간 감소,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,-1,-1,-1,-1
