,학교구분,성별,학교 소재지,독서 빈도,독서장애요인1,독서장애요인2,도서 선택시 이용정보1,도서 선택시 이용정보2,도서 입수경로1,도서 입수경로2,초등 독서분야 선호도1,초등 독서분야 선호도2,초등 독서분야 선호도3,중고등 독서분야 선호도1,중고등 독서분야 선호도2,중고등 독서분야 선호도3,학교 밖 도서관이용경험,주이용 도서관 종류1,주이용 도서관 종류2,이용 이유,비이용 이유,연도,종이책 독서 빈도,전자책 독서 빈도,오디오북 이용 빈도,종이신문,인터넷신문,종이잡지,웹진,만화책,웹툰,독서선호도,월 평균 이용빈도,연 평균 이용빈도,평일 평균 독서시간(분),주말 평균 독서시간(분),종이_평일 평균 독서시간(분),종이_주말 평균 독서시간(분),전자_평일 평균 독서시간(분),전자_주말 평균 독서시간(분),오디오_평일 평균 독서시간(분),오디오_주말 평균 독서시간(분),종이책,전자책,웹소설,오디오북,총 독서량,도서관 방문,전자도서관 이용,전자책/오디오북/웹소설 구독
2603,고등,남,경북,전혀 읽지 않음,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,0,0,0,0,0,0,0,0,0,0,없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 싫어한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2604,고등,남,경북,몇 달에 한번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","텔레비전이나 라디오의 책 소개, 광고","인터넷의 책 소개, 광고",주위 사람에게 대여,학교 도서관 대여,0,0,0,문학(시/수필),"철학, 사상, 종교","정치, 사회, 시사",없다,0,0,0,집에서 멀다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,0.0,0.0,120.0,240.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2605,고등,남,경북,몇 달에 한번,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,0,0,0,0,0,0,0,0,0,0,없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2606,고등,남,경북,몇 달에 한번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",각종 기관의 추천도서,"서점, 도서관 등에서 책을 직접 보고",학교 도서관 대여,직접 구입,0,0,0,"경제, 경영","과학, 기술, 컴퓨터","정치, 사회, 시사",있다,공공도서관,0,숙제에 필요한 자료조사,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음
2607,고등,남,경북,전혀 읽지 않음,책읽기가 싫고 습관이 들지않아서,책읽기가 싫고 습관이 들지않아서,0,0,0,0,0,0,0,0,0,0,없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 싫어한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2608,고등,남,경북,몇 달에 한번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",베스트셀러,각종 기관의 추천도서,학교 밖 도서관 대여,직접 구입,0,0,0,"정치, 사회, 시사",자기계발서,소설,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,약간 감소,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,약간 증가,변함 없음,변함 없음
2609,고등,남,경북,전혀 읽지 않음,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",0,0,0,0,0,0,0,0,0,0,없다,0,0,0,집에서 멀다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2610,고등,남,경북,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,SNS 책 소개,"드라마, 영화의 원작",직접 구입,주위 사람에게 대여,0,0,0,소설,"직업, 취업 관련",자기계발서,있다,공공도서관,0,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,매우 증가,0.0,0.0,0.0,0.0,0.0,30.0,90.0,0.0,0.0,변함 없음,약간 증가,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,약간 증가
2611,고등,남,경북,몇 달에 한번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,0,0,0,0,0,0,0,0,0,0,없다,0,0,0,학업 등의 이유로 바빠서 이용할 시간이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,매우 감소,변함 없음,변함 없음,변함 없음,매우 감소,매우 감소,변함 없음,매우 감소
2612,고등,남,경북,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","유명인, 전문가 추천","인터넷의 책 소개, 광고",직접 구입,학교 도서관 대여,0,0,0,소설,"정치, 사회, 시사",자기계발서,없다,0,0,0,집에서 멀다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,60.0,180.0,0.0,0.0,0.0,0.0,매우 증가,변함 없음,변함 없음,변함 없음,매우 증가,변함 없음,변함 없음,변함 없음
2613,고등,남,경북,한 달에 한두 번,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,"유명인, 전문가 추천",베스트셀러,직접 구입,부모님께서 구입,0,0,0,"경제, 경영","정치, 사회, 시사","철학, 사상, 종교",있다,공공도서관,작은도서관,시험 공부,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,20.0,0.0,0.0,0.0,30.0,30.0,10.0,10.0,0.0,0.0,약간 증가,약간 증가,약간 증가,약간 증가,약간 증가,약간 증가,약간 증가,약간 증가
2614,고등,남,경북,전혀 읽지 않음,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",기타,0,0,0,0,0,0,0,0,0,0,없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 감소,약간 증가,매우 증가,약간 감소,약간 증가,약간 감소,변함 없음,약간 증가
2615,고등,남,경북,전혀 읽지 않음,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",어떤 책을 읽을지 몰라서,"유튜브, 책방송 팟캐스트의 책 소개","드라마, 영화의 원작",학교 도서관 대여,기타,0,0,0,"연예, 오락, 스포츠, 취미, 여행 ",소설,"직업, 취업 관련",없다,0,0,0,원하는 책이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음
2616,고등,남,경북,매일,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",어떤 책을 읽을지 몰라서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,선물받은 책,0,0,0,"연예, 오락, 스포츠, 취미, 여행 ","가정, 육아, 요리","직업, 취업 관련",없다,0,0,0,읽고 싶은 책은 사서 읽는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,0.0,0.0,120.0,240.0,0.0,0.0,변함 없음,매우 증가,매우 증가,변함 없음,약간 증가,변함 없음,약간 감소,변함 없음
2617,고등,남,제주,전혀 읽지 않음,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",학업 때문에 책읽을시간이 없어서,0,0,0,0,0,0,0,0,0,0,있다,공공도서관,0,시험 공부,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 싫어한다,0.0,변함 없음,0.0,0.0,360.0,420.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
2618,고등,남,제주,전혀 읽지 않음,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,0,0,0,0,0,0,0,0,0,0,없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2619,고등,남,제주,한 달에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",부모님이 책읽는 것을 공부라고 생각하지 않으셔서,SNS 책 소개,"가족, 선생님, 친구 추천",직접 구입,부모님께서 구입,0,0,0,소설,"직업, 취업 관련","연예, 오락, 스포츠, 취미, 여행 ",없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,매우 감소,매우 감소,변함 없음
2620,고등,남,제주,매일,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",학업 때문에 책읽을시간이 없어서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",학교 밖 도서관 대여,직접 구입,0,0,0,소설,"예술, 문화","직업, 취업 관련",있다,공공도서관,작은도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,0.0,매우 증가,0.0,0.0,480.0,0.0,180.0,300.0,0.0,0.0,매우 증가,약간 증가,매우 증가,변함 없음,매우 증가,매우 증가,변함 없음,변함 없음
2621,고등,남,제주,매일,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","인터넷의 책 소개, 광고","가족, 선생님, 친구 추천",직접 구입,학교 도서관 대여,0,0,0,"예술, 문화",소설,"연예, 오락, 스포츠, 취미, 여행 ",없다,0,0,0,원하는 책이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,0.0,0.0,60.0,90.0,0.0,0.0,9,매우 증가,매우 증가,변함 없음,매우 증가,변함 없음,변함 없음,약간 증가
2622,고등,남,제주,몇 달에 한번,책읽기가 싫고 습관이 들지않아서,책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고","드라마, 영화의 원작",직접 구입,학교 도서관 대여,0,0,0,"직업, 취업 관련","철학, 사상, 종교",소설,없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,약간 감소,변함 없음,변함 없음
2623,고등,남,제주,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","유튜브, 책방송 팟캐스트의 책 소개",직접 구입,학교 밖 도서관 대여,0,0,0,"정치, 사회, 시사","철학, 사상, 종교","연예, 오락, 스포츠, 취미, 여행 ",없다,0,0,0,주로 학교도서관을 이용한다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,0.0,0.0,0.0,0.0,0.0,60.0,0.0,30.0,0.0,0.0,변함 없음,매우 증가,변함 없음,변함 없음,약간 감소,매우 감소,변함 없음,변함 없음
2624,고등,남,제주,매일,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","유명인, 전문가 추천",직접 구입,학교 도서관 대여,0,0,0,"과학, 기술, 컴퓨터","역사, 지리",자기계발서,있다,공공도서관,작은도서관,시험 공부,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,변함 없음,0.0,0.0,0.0,120.0,60.0,60.0,60.0,0.0,0.0,매우 증가,약간 증가,변함 없음,변함 없음,약간 증가,매우 증가,매우 증가,약간 증가
2625,고등,남,제주,매일,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고","유튜브, 책방송 팟캐스트의 책 소개",직접 구입,집에 있는 책,0,0,0,자기계발서,소설,"직업, 취업 관련",없다,0,0,0,읽고 싶은 책은 사서 읽는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,0.0,60.0,30.0,0.0,0.0,0.0,약간 증가,변함 없음,약간 증가,변함 없음,매우 증가,약간 감소,변함 없음,변함 없음
2626,고등,남,제주,매일,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,"가족, 선생님, 친구 추천",각종 기관의 추천도서,직접 구입,학교 밖 도서관 대여,0,0,0,소설,"과학, 기술, 컴퓨터","어학, 외국어",있다,공공도서관,작은도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,6.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2627,고등,남,제주,매일,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",베스트셀러,"유튜브, 책방송 팟캐스트의 책 소개",직접 구입,부모님께서 구입,0,0,0,소설,"직업, 취업 관련","연예, 오락, 스포츠, 취미, 여행 ",없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,20.0,120.0,120.0,120.0,0.0,120.0,약간 감소,변함 없음,매우 증가,변함 없음,매우 증가,변함 없음,변함 없음,매우 증가
2628,고등,남,제주,매일,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,학교 도서관 대여,0,0,0,소설,"경제, 경영","역사, 지리",있다,공공도서관,작은도서관,시험 공부,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,매우 증가,0.0,0.0,0.0,180.0,60.0,120.0,60.0,60.0,60.0,매우 증가,매우 증가,매우 증가,매우 감소,약간 증가,매우 증가,약간 증가,매우 증가
2629,고등,남,제주,몇 달에 한번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,SNS 책 소개,"인터넷의 책 소개, 광고",부모님께서 구입,직접 구입,0,0,0,자기계발서,"예술, 문화","직업, 취업 관련",없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,30.0,60.0,60.0,60.0,0.0,0.0,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음
2630,고등,남,제주,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",기타,"유튜브, 책방송 팟캐스트의 책 소개",SNS 책 소개,직접 구입,학교 밖 도서관 대여,0,0,0,기타,"정치, 사회, 시사","과학, 기술, 컴퓨터",없다,0,0,0,이용 절차가 까다롭다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,60.0,0.0,180.0,240.0,0.0,0.0,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2631,고등,남,제주,한 달에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","드라마, 영화의 원작",직접 구입,학교 밖 도서관 대여,0,0,0,소설,"어학, 외국어","직업, 취업 관련",없다,0,0,0,학업 등의 이유로 바빠서 이용할 시간이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,60.0,60.0,60.0,120.0,0.0,0.0,매우 증가,매우 증가,매우 증가,변함 없음,매우 증가,매우 증가,매우 증가,매우 증가
2632,고등,남,제주,한 달에 한두 번,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",학교 도서관 대여,집에 있는 책,0,0,0,"직업, 취업 관련",자기계발서,"정치, 사회, 시사",없다,0,0,0,학업 등의 이유로 바빠서 이용할 시간이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2633,고등,남,제주,몇 달에 한번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",읽을 만한 책이 없어서,"유명인, 전문가 추천",베스트셀러,학교 도서관 대여,직접 구입,0,0,0,소설,"철학, 사상, 종교","연예, 오락, 스포츠, 취미, 여행 ",있다,공공도서관,작은도서관,시험 공부,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,매우 감소,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2634,고등,남,제주,매일,학업 때문에 책읽을시간이 없어서,부모님이 책읽는 것을 공부라고 생각하지 않으셔서,"텔레비전이나 라디오의 책 소개, 광고","인터넷의 책 소개, 광고",직접 구입,학교 도서관 대여,0,0,0,"경제, 경영","예술, 문화","역사, 지리",없다,0,0,0,학업 등의 이유로 바빠서 이용할 시간이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,120.0,60.0,0.0,0.0,0.0,0.0,약간 증가,매우 증가,매우 증가,변함 없음,약간 증가,매우 증가,약간 증가,약간 증가
2635,고등,남,제주,몇 달에 한번,책읽기가 싫고 습관이 들지않아서,학업 때문에 책읽을시간이 없어서,베스트셀러,"가족, 선생님, 친구 추천",주위 사람에게 대여,집에 있는 책,0,0,0,"경제, 경영","예술, 문화","연예, 오락, 스포츠, 취미, 여행 ",없다,0,0,0,학업 등의 이유로 바빠서 이용할 시간이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,60.0,30.0,60.0,30.0,60.0,60.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2636,고등,남,제주,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,부모님이 책읽는 것을 공부라고 생각하지 않으셔서,"가족, 선생님, 친구 추천",각종 기관의 추천도서,학교 도서관 대여,집에 있는 책,0,0,0,"경제, 경영",자기계발서,"어학, 외국어",없다,0,0,0,집에서 멀다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,0.0,0.0,0.0,0.0,180.0,60.0,60.0,0.0,0.0,0.0,매우 증가,매우 증가,약간 증가,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가
2637,고등,남,제주,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,어떤 책을 읽을지 몰라서,"가족, 선생님, 친구 추천","인터넷의 책 소개, 광고",직접 구입,학교 도서관 대여,0,0,0,소설,자기계발서,"정치, 사회, 시사",없다,0,0,0,주로 학교도서관을 이용한다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,600.0,120.0,0.0,120.0,0.0,0.0,약간 증가,매우 증가,매우 증가,변함 없음,약간 증가,매우 증가,약간 증가,변함 없음
2638,고등,남,제주,매일,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",어떤 책을 읽을지 몰라서,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",직접 구입,학교 도서관 대여,0,0,0,소설,"역사, 지리","과학, 기술, 컴퓨터",있다,공공도서관,0,시험 공부,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,매우 증가,0.0,0.0,0.0,120.0,60.0,120.0,120.0,0.0,0.0,매우 증가,매우 증가,매우 증가,매우 증가,약간 증가,매우 증가,매우 증가,매우 증가
2639,고등,남,제주,매일,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",어떤 책을 읽을지 몰라서,0,0,0,0,0,0,0,0,0,0,없다,0,0,0,읽고 싶은 책은 사서 읽는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,0.0,0.0,0.0,0.0,0.0,0.0,60.0,120.0,0.0,0.0,매우 감소,변함 없음,매우 증가,변함 없음,매우 증가,매우 감소,매우 감소,매우 증가
2640,고등,남,제주,몇 달에 한번,학업 때문에 책읽을시간이 없어서,어떤 책을 읽을지 몰라서,"텔레비전이나 라디오의 책 소개, 광고","인터넷의 책 소개, 광고",집에 있는 책,부모님께서 구입,0,0,0,"직업, 취업 관련","경제, 경영",자기계발서,없다,0,0,0,집에서 멀다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,90.0,90.0,60.0,60.0,60.0,120.0,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음
2641,고등,남,대구,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,0,"인터넷의 책 소개, 광고","유명인, 전문가 추천",직접 구입,학교 도서관 대여,0,0,0,문학(시/수필),"정치, 사회, 시사",문학(시/수필),없다,0,0,0,학업 등의 이유로 바빠서 이용할 시간이 없다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,0.0,0.0,0.0,0.0,30.0,60.0,60.0,90.0,0.0,0.0,매우 증가,변함 없음,변함 없음,변함 없음,매우 증가,매우 증가,변함 없음,변함 없음
2642,고등,남,대구,매일,학업 때문에 책읽을시간이 없어서,부모님이 책읽는 것을 공부라고 생각하지 않으셔서,"서점, 도서관 등에서 책을 직접 보고",기타,직접 구입,학교 밖 도서관 대여,0,0,0,소설,"과학, 기술, 컴퓨터","정치, 사회, 시사",있다,공공도서관,0,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,약간 증가,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,약간 감소,약간 증가,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음
2643,고등,남,대구,한 달에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,직접 구입,학교 도서관 대여,0,0,0,"정치, 사회, 시사",소설,문학(시/수필),없다,0,0,0,주로 학교도서관을 이용한다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,180.0,60.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음
2644,고등,남,대구,한 달에 한두 번,책읽기가 싫고 습관이 들지않아서,학업 때문에 책읽을시간이 없어서,베스트셀러,"서점, 도서관 등에서 책을 직접 보고",학교 밖 도서관 대여,직접 구입,0,0,0,소설,문학(시/수필),"연예, 오락, 스포츠, 취미, 여행 ",있다,공공도서관,작은도서관,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 좋아한다,매우 증가,0.0,0.0,0.0,60.0,120.0,0.0,0.0,0.0,0.0,약간 감소,약간 감소,변함 없음,변함 없음,약간 감소,약간 감소,약간 감소,변함 없음
2645,고등,남,대구,몇 달에 한번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고",SNS 책 소개,학교 도서관 대여,학교 밖 도서관 대여,0,0,0,소설,"연예, 오락, 스포츠, 취미, 여행 ",문학(시/수필),있다,공공도서관,0,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,10.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,약간 증가,변함 없음,약간 증가,약간 감소,매우 증가,매우 증가,변함 없음,변함 없음
2646,고등,남,대구,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,학업 때문에 책읽을시간이 없어서,"유튜브, 책방송 팟캐스트의 책 소개",SNS 책 소개,집에 있는 책,주위 사람에게 대여,0,0,0,"연예, 오락, 스포츠, 취미, 여행 ",문학(시/수필),소설,있다,공공도서관,0,독서 및 도서 대출,0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,약간 증가,0.0,0.0,30.0,30.0,90.0,90.0,0.0,0.0,약간 증가,변함 없음,약간 증가,변함 없음,약간 증가,약간 증가,변함 없음,변함 없음
2647,고등,남,대구,일주일에 한두 번,책을 읽고 이해하기가 어려워서,책읽기가 싫고 습관이 들지않아서,각종 기관의 추천도서,"유튜브, 책방송 팟캐스트의 책 소개",직접 구입,학교 도서관 대여,0,0,0,"철학, 사상, 종교",자기계발서,"직업, 취업 관련",없다,0,0,0,읽고 싶은 책은 사서 읽는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,30.0,60.0,30.0,60.0,0.0,0.0,약간 증가,약간 증가,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음
2648,고등,남,대구,한 달에 한두 번,책읽기가 싫고 습관이 들지않아서,읽을 만한 책이 없어서,0,0,0,0,0,0,0,0,0,0,없다,0,0,0,책을 잘 읽지 않는다,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,0.0,0.0,120.0,180.0,0.0,0.0,약간 감소,약간 감소,약간 감소,약간 감소,약간 감소,약간 감소,약간 감소,약간 감소
